slug,title,discoteca_slug,subtitle,description,event_type,start_at,end_at,door_open_at,currency,price_from,price_to,tickets_url,poster_url,status,active,source,metadata
pacha-20260803-sonny-fodera,Sonny Fodera @ 03 Aug 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 03/08/2026,event,2026-08-03T23:59:00Z,2026-08-04T06:00:00Z,2026-08-03T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260803-experts-only,Experts Only @ 03 Aug 2026,unvrs,John Summit,Experts Only en unvrs - 03/08/2026,event,2026-08-03T23:59:00Z,2026-08-04T06:00:00Z,2026-08-03T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260803-circoloco,Circoloco @ 03 Aug 2026,dc10,Lineup TBA,Circoloco en dc10 - 03/08/2026,event,2026-08-03T23:59:00Z,2026-08-04T06:00:00Z,2026-08-03T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260804-calvin-harris,Calvin Harris @ 04 Aug 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 04/08/2026,event,2026-08-04T23:59:00Z,2026-08-05T06:00:00Z,2026-08-04T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260804-eastenderz,eastenderz @ 04 Aug 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 04/08/2026,event,2026-08-04T23:59:00Z,2026-08-05T06:00:00Z,2026-08-04T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260804-vintage-culture,Vintage Culture @ 04 Aug 2026,pacha,Vintage Culture,Vintage Culture en pacha - 04/08/2026,event,2026-08-04T23:59:00Z,2026-08-05T06:00:00Z,2026-08-04T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260804-æden,ÆDEN @ 04 Aug 2026,unvrs,Anyma,ÆDEN en unvrs - 04/08/2026,event,2026-08-04T23:59:00Z,2026-08-05T06:00:00Z,2026-08-04T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260804-cocoon,Cocoon @ 04 Aug 2026,amnesia,Sven Väth,Cocoon en amnesia - 04/08/2026,event,2026-08-04T23:59:00Z,2026-08-05T06:00:00Z,2026-08-04T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260805-tomorrowland,Tomorrowland @ 05 Aug 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 05/08/2026,event,2026-08-05T23:59:00Z,2026-08-06T06:00:00Z,2026-08-05T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260805-our-house,OUR HOUSE @ 05 Aug 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 05/08/2026,event,2026-08-05T23:59:00Z,2026-08-06T06:00:00Z,2026-08-05T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260805-abracadabra,Abracadabra @ 05 Aug 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 05/08/2026,event,2026-08-05T23:59:00Z,2026-08-06T06:00:00Z,2026-08-05T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260805-paradise,Paradise @ 05 Aug 2026,unvrs,Jamie Jones,Paradise en unvrs - 05/08/2026,event,2026-08-05T23:59:00Z,2026-08-06T06:00:00Z,2026-08-05T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260806-martin-garrix,Martin Garrix @ 06 Aug 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 06/08/2026,event,2026-08-06T23:59:00Z,2026-08-07T06:00:00Z,2026-08-06T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260806-bed,bed @ 06 Aug 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 06/08/2026,event,2026-08-06T23:59:00Z,2026-08-07T06:00:00Z,2026-08-06T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260806-music-on,Music On @ 06 Aug 2026,pacha,Marco Carola,Music On en pacha - 06/08/2026,event,2026-08-06T23:59:00Z,2026-08-07T06:00:00Z,2026-08-06T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260806-fisher,FISHER @ 06 Aug 2026,unvrs,FISHER & Friends,FISHER en unvrs - 06/08/2026,event,2026-08-06T23:59:00Z,2026-08-07T06:00:00Z,2026-08-06T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260806-toolroom,Toolroom @ 06 Aug 2026,eden,Lineup TBA,Toolroom en eden - 06/08/2026,event,2026-08-06T23:59:00Z,2026-08-07T06:00:00Z,2026-08-06T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260807-calvin-harris,Calvin Harris @ 07 Aug 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 07/08/2026,event,2026-08-07T23:59:00Z,2026-08-08T06:00:00Z,2026-08-07T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260807-dom-dolla,Dom Dolla @ 07 Aug 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 07/08/2026,event,2026-08-07T23:59:00Z,2026-08-08T06:00:00Z,2026-08-07T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260807-music-on,Music On @ 07 Aug 2026,pacha,Marco Carola,Music On en pacha - 07/08/2026,event,2026-08-07T23:59:00Z,2026-08-08T06:00:00Z,2026-08-07T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260807-galactic-circus,Galactic Circus @ 07 Aug 2026,unvrs,David Guetta,Galactic Circus en unvrs - 07/08/2026,event,2026-08-07T23:59:00Z,2026-08-08T06:00:00Z,2026-08-07T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260807-glitterbox,Glitterbox @ 07 Aug 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 07/08/2026,event,2026-08-07T23:59:00Z,2026-08-08T06:00:00Z,2026-08-07T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260807-viva-warriors,Viva Warriors @ 07 Aug 2026,eden,Lineup TBA,Viva Warriors en eden - 07/08/2026,event,2026-08-07T23:59:00Z,2026-08-08T06:00:00Z,2026-08-07T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260808-ants,ANTS @ 08 Aug 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 08/08/2026,event,2026-08-08T23:59:00Z,2026-08-09T06:00:00Z,2026-08-08T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260808-black-coffee,Black Coffee @ 08 Aug 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 08/08/2026,event,2026-08-08T23:59:00Z,2026-08-09T06:00:00Z,2026-08-08T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260808-robin-schulz,Robin Schulz @ 08 Aug 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 08/08/2026,event,2026-08-08T23:59:00Z,2026-08-09T06:00:00Z,2026-08-08T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260808-elrow,elrow @ 08 Aug 2026,unvrs,Enter the Wortex,elrow en unvrs - 08/08/2026,event,2026-08-08T23:59:00Z,2026-08-09T06:00:00Z,2026-08-08T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260808-elrow,elrow @ 08 Aug 2026,amnesia,Lineup loco,elrow en amnesia - 08/08/2026,event,2026-08-08T23:59:00Z,2026-08-09T06:00:00Z,2026-08-08T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260808-circoloco,Circoloco @ 08 Aug 2026,dc10,Lineup TBA,Circoloco en dc10 - 08/08/2026,event,2026-08-08T23:59:00Z,2026-08-09T06:00:00Z,2026-08-08T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260808-defected,Defected @ 08 Aug 2026,eden,Lineup TBA,Defected en eden - 08/08/2026,event,2026-08-08T23:59:00Z,2026-08-09T06:00:00Z,2026-08-08T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260809-swedish-house-mafia,Swedish House Mafia @ 09 Aug 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 09/08/2026,event,2026-08-09T23:59:00Z,2026-08-10T06:00:00Z,2026-08-09T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260809-the-anarchist,The Anarchist @ 09 Aug 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 09/08/2026,event,2026-08-09T23:59:00Z,2026-08-10T06:00:00Z,2026-08-09T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260809-solomun-+1,Solomun +1 @ 09 Aug 2026,pacha,Solomun,Solomun +1 en pacha - 09/08/2026,event,2026-08-09T23:59:00Z,2026-08-10T06:00:00Z,2026-08-09T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260809-carl-cox,Carl Cox @ 09 Aug 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 09/08/2026,event,2026-08-09T23:59:00Z,2026-08-10T06:00:00Z,2026-08-09T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260809-together,Together @ 09 Aug 2026,amnesia,Lineup TBA,Together en amnesia - 09/08/2026,event,2026-08-09T23:59:00Z,2026-08-10T06:00:00Z,2026-08-09T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260810-f***-me-im-famous,F*** ME I'M FAMOUS! @ 10 Aug 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 10/08/2026,event,2026-08-10T23:59:00Z,2026-08-11T06:00:00Z,2026-08-10T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260810-solèy,Solèy @ 10 Aug 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 10/08/2026,event,2026-08-10T23:59:00Z,2026-08-11T06:00:00Z,2026-08-10T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260810-sonny-fodera,Sonny Fodera @ 10 Aug 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 10/08/2026,event,2026-08-10T23:59:00Z,2026-08-11T06:00:00Z,2026-08-10T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260810-experts-only,Experts Only @ 10 Aug 2026,unvrs,John Summit,Experts Only en unvrs - 10/08/2026,event,2026-08-10T23:59:00Z,2026-08-11T06:00:00Z,2026-08-10T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260810-circoloco,Circoloco @ 10 Aug 2026,dc10,Lineup TBA,Circoloco en dc10 - 10/08/2026,event,2026-08-10T23:59:00Z,2026-08-11T06:00:00Z,2026-08-10T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260811-calvin-harris,Calvin Harris @ 11 Aug 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 11/08/2026,event,2026-08-11T23:59:00Z,2026-08-12T06:00:00Z,2026-08-11T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260811-eastenderz,eastenderz @ 11 Aug 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 11/08/2026,event,2026-08-11T23:59:00Z,2026-08-12T06:00:00Z,2026-08-11T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260811-vintage-culture,Vintage Culture @ 11 Aug 2026,pacha,Vintage Culture,Vintage Culture en pacha - 11/08/2026,event,2026-08-11T23:59:00Z,2026-08-12T06:00:00Z,2026-08-11T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260811-æden,ÆDEN @ 11 Aug 2026,unvrs,Anyma,ÆDEN en unvrs - 11/08/2026,event,2026-08-11T23:59:00Z,2026-08-12T06:00:00Z,2026-08-11T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260811-cocoon,Cocoon @ 11 Aug 2026,amnesia,Sven Väth,Cocoon en amnesia - 11/08/2026,event,2026-08-11T23:59:00Z,2026-08-12T06:00:00Z,2026-08-11T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260812-tomorrowland,Tomorrowland @ 12 Aug 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 12/08/2026,event,2026-08-12T23:59:00Z,2026-08-13T06:00:00Z,2026-08-12T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260812-our-house,OUR HOUSE @ 12 Aug 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 12/08/2026,event,2026-08-12T23:59:00Z,2026-08-13T06:00:00Z,2026-08-12T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260812-abracadabra,Abracadabra @ 12 Aug 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 12/08/2026,event,2026-08-12T23:59:00Z,2026-08-13T06:00:00Z,2026-08-12T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260812-paradise,Paradise @ 12 Aug 2026,unvrs,Jamie Jones,Paradise en unvrs - 12/08/2026,event,2026-08-12T23:59:00Z,2026-08-13T06:00:00Z,2026-08-12T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260813-martin-garrix,Martin Garrix @ 13 Aug 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 13/08/2026,event,2026-08-13T23:59:00Z,2026-08-14T06:00:00Z,2026-08-13T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260813-bed,bed @ 13 Aug 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 13/08/2026,event,2026-08-13T23:59:00Z,2026-08-14T06:00:00Z,2026-08-13T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260813-music-on,Music On @ 13 Aug 2026,pacha,Marco Carola,Music On en pacha - 13/08/2026,event,2026-08-13T23:59:00Z,2026-08-14T06:00:00Z,2026-08-13T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260813-fisher,FISHER @ 13 Aug 2026,unvrs,FISHER & Friends,FISHER en unvrs - 13/08/2026,event,2026-08-13T23:59:00Z,2026-08-14T06:00:00Z,2026-08-13T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260813-toolroom,Toolroom @ 13 Aug 2026,eden,Lineup TBA,Toolroom en eden - 13/08/2026,event,2026-08-13T23:59:00Z,2026-08-14T06:00:00Z,2026-08-13T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260814-calvin-harris,Calvin Harris @ 14 Aug 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 14/08/2026,event,2026-08-14T23:59:00Z,2026-08-15T06:00:00Z,2026-08-14T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260814-dom-dolla,Dom Dolla @ 14 Aug 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 14/08/2026,event,2026-08-14T23:59:00Z,2026-08-15T06:00:00Z,2026-08-14T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260814-music-on,Music On @ 14 Aug 2026,pacha,Marco Carola,Music On en pacha - 14/08/2026,event,2026-08-14T23:59:00Z,2026-08-15T06:00:00Z,2026-08-14T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260814-galactic-circus,Galactic Circus @ 14 Aug 2026,unvrs,David Guetta,Galactic Circus en unvrs - 14/08/2026,event,2026-08-14T23:59:00Z,2026-08-15T06:00:00Z,2026-08-14T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260814-glitterbox,Glitterbox @ 14 Aug 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 14/08/2026,event,2026-08-14T23:59:00Z,2026-08-15T06:00:00Z,2026-08-14T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260814-viva-warriors,Viva Warriors @ 14 Aug 2026,eden,Lineup TBA,Viva Warriors en eden - 14/08/2026,event,2026-08-14T23:59:00Z,2026-08-15T06:00:00Z,2026-08-14T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260815-ants,ANTS @ 15 Aug 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 15/08/2026,event,2026-08-15T23:59:00Z,2026-08-16T06:00:00Z,2026-08-15T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260815-black-coffee,Black Coffee @ 15 Aug 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 15/08/2026,event,2026-08-15T23:59:00Z,2026-08-16T06:00:00Z,2026-08-15T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260815-robin-schulz,Robin Schulz @ 15 Aug 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 15/08/2026,event,2026-08-15T23:59:00Z,2026-08-16T06:00:00Z,2026-08-15T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260815-elrow,elrow @ 15 Aug 2026,unvrs,Enter the Wortex,elrow en unvrs - 15/08/2026,event,2026-08-15T23:59:00Z,2026-08-16T06:00:00Z,2026-08-15T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260815-elrow,elrow @ 15 Aug 2026,amnesia,Lineup loco,elrow en amnesia - 15/08/2026,event,2026-08-15T23:59:00Z,2026-08-16T06:00:00Z,2026-08-15T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260815-circoloco,Circoloco @ 15 Aug 2026,dc10,Lineup TBA,Circoloco en dc10 - 15/08/2026,event,2026-08-15T23:59:00Z,2026-08-16T06:00:00Z,2026-08-15T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260815-defected,Defected @ 15 Aug 2026,eden,Lineup TBA,Defected en eden - 15/08/2026,event,2026-08-15T23:59:00Z,2026-08-16T06:00:00Z,2026-08-15T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260816-swedish-house-mafia,Swedish House Mafia @ 16 Aug 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 16/08/2026,event,2026-08-16T23:59:00Z,2026-08-17T06:00:00Z,2026-08-16T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260816-the-anarchist,The Anarchist @ 16 Aug 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 16/08/2026,event,2026-08-16T23:59:00Z,2026-08-17T06:00:00Z,2026-08-16T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260816-solomun-+1,Solomun +1 @ 16 Aug 2026,pacha,Solomun,Solomun +1 en pacha - 16/08/2026,event,2026-08-16T23:59:00Z,2026-08-17T06:00:00Z,2026-08-16T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260816-carl-cox,Carl Cox @ 16 Aug 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 16/08/2026,event,2026-08-16T23:59:00Z,2026-08-17T06:00:00Z,2026-08-16T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260816-together,Together @ 16 Aug 2026,amnesia,Lineup TBA,Together en amnesia - 16/08/2026,event,2026-08-16T23:59:00Z,2026-08-17T06:00:00Z,2026-08-16T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260817-f***-me-im-famous,F*** ME I'M FAMOUS! @ 17 Aug 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 17/08/2026,event,2026-08-17T23:59:00Z,2026-08-18T06:00:00Z,2026-08-17T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260817-solèy,Solèy @ 17 Aug 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 17/08/2026,event,2026-08-17T23:59:00Z,2026-08-18T06:00:00Z,2026-08-17T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260817-sonny-fodera,Sonny Fodera @ 17 Aug 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 17/08/2026,event,2026-08-17T23:59:00Z,2026-08-18T06:00:00Z,2026-08-17T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260817-experts-only,Experts Only @ 17 Aug 2026,unvrs,John Summit,Experts Only en unvrs - 17/08/2026,event,2026-08-17T23:59:00Z,2026-08-18T06:00:00Z,2026-08-17T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260817-circoloco,Circoloco @ 17 Aug 2026,dc10,Lineup TBA,Circoloco en dc10 - 17/08/2026,event,2026-08-17T23:59:00Z,2026-08-18T06:00:00Z,2026-08-17T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
